n,xa,phat_a,variance_a,sigma_a,cdf_probability,relative_gain
745,63,0.0845637583892618,0.000103909703565563,0.0101936109188826,0.0872418207777312,0.00128027921511158
746,63,0.0844504021447721,0.000103644144399944,0.0101805768205905,0.0853786043799722,0.00127865369748277
747,63,0.0843373493975904,0.000103379599590601,0.0101675758954926,0.0835470326530466,0.00127703226713358
748,63,0.0842245989304813,0.000103116063991285,0.0101546080176088,0.0817467904425068,0.00127541490883017
749,63,0.0841121495327103,0.000102853532488247,0.0101416730615933,0.0799775597036286,0.00127380160741288
750,64,0.0853333333333333,0.000104068740740741,0.0102014087625553,0.0986125353454208,-0.00589012292145841
751,64,0.085219707057257,0.000103804671885928,0.0101884577775995,0.0965751837811569,0.00126952906772386
752,64,0.0851063829787234,0.000103541604461439,0.010175539516971,0.0945707501241451,0.00126793091854401
753,64,0.0849933598937583,0.000103279533423278,0.0101626538572992,0.0925989467824858,0.00126633675299081
754,64,0.0848806366047745,0.000103018453759075,0.0101498006758298,0.0906594821604416,0.0012647465563482
755,64,0.0847682119205298,0.000102758360487849,0.0101369798504214,0.0887520608668836,0.00126316031397201
756,64,0.0846560846560847,0.00010249924865977,0.0101241912595412,0.086876383921889,0.00126157801128913
757,64,0.0845442536327609,0.000102241113355932,0.0101114347822617,0.0850321489604677,0.00125999963379607
758,64,0.0844327176781003,0.000101983949688114,0.0100987102982566,0.0832190504333156,0.00125842516706059
759,64,0.0843214756258235,0.00010172775279856,0.0100860176877973,0.0814367798063537,0.00125685459671972
760,64,0.0842105263157895,0.000101472517859746,0.0100733568317491,0.0796850257554345,0.00125528790847949
761,65,0.0854139290407359,0.000102652286158423,0.0101317464515464,0.0981188683827767,-0.00579644112410167
762,65,0.0853018372703412,0.000102395582452291,0.0101190702365529,0.096103328980507,0.00125113819755897
763,65,0.0851900393184797,0.000102139838164345,0.010106425587929,0.0941201770120678,0.0012495860121857
764,65,0.0850785340314136,0.000101885048532041,0.0100938123883913,0.0921691305123992,0.00124803763981362
765,65,0.0849673202614379,0.000101631208822259,0.010081230521234,0.0902499036551571,0.00124649306656181
766,65,0.0848563968668407,0.000101378314331094,0.0100686798703253,0.0883622069535773,0.00124495227861484
767,65,0.0847457627118644,0.000101126360383636,0.0100561603201041,0.0865057474584359,0.00124341526222448
768,65,0.0846354166666667,0.000100875342333758,0.0100436717555762,0.0846802289547742,0.00124188200370662
769,65,0.0845253576072822,0.000100625255563905,0.010031214062311,0.0828853521558336,0.00124035248944415
770,65,0.0844155844155844,0.000100376095484883,0.0100187871264381,0.0811208148936135,0.00123882670588332
771,66,0.0856031128404669,0.000101524280042139,0.0100759257660097,0.0996484561465543,-0.00570314937831293
772,66,0.0854922279792746,0.000101273713645614,0.0100634841702869,0.0976222417627992,0.00123478437731693
773,66,0.0853816300129366,0.000101024071499703,0.0100510731516442,0.0956281712897343,0.0012332725358973
774,66,0.0852713178294574,0.000100775349076337,0.01003869259796,0.0936659720989731,0.00123176435962728
775,66,0.0851612903225806,0.000100527541875063,0.0100263423976574,0.0917353676406586,0.00123025983533931
776,66,0.0850515463917526,0.00010028064542284,0.0100140224397013,0.0898360776410665,0.00122875894992836
777,66,0.0849420849420849,0.000100034655273844,0.0100017326135947,0.0879678182951594,0.00122726169035183
778,66,0.0848329048843188,9.97895670092634e-05,0.00998947280937605,0.0861303024574063,0.00122576804362691
779,66,0.0847240051347882,9.95453762371099e-05,0.00997724291761556,0.0843232398316186,0.0012242779968335
780,66,0.0846153846153846,9.93020785920194e-05,0.0099650428294122,0.0825463371571234,0.00122279153711142
781,66,0.0845070422535211,9.90596697350611e-05,0.00995287243639047,0.0807992983931401,0.00122130865166051
782,67,0.0856777493606138,0.000100175284686846,0.0100087603971144,0.0991275602923901,-0.00561525942195502
783,67,0.0855683269476373,9.9931530486615e-05,0.00999657593812076,0.0971229867532763,0.00121737942664463
784,67,0.0854591836734694,9.9688662754252e-05,0.00998442100245438,0.0951500496399704,0.00121590990171298
785,67,0.0853503184713376,9.94466772078711e-05,0.0099722954833815,0.0932084814013809,0.00121444388912394
786,67,0.0852417302798982,9.92055695913324e-05,0.00996019927467982,0.0912980107041345,0.00121298137643838
787,67,0.085133418043202,9.89653356740577e-05,0.00994813227063541,0.0894183626218281,0.00121152235127305
788,67,0.0850253807106599,9.87259712508468e-05,0.00993609436603974,0.087569258820742,0.00121006680130317
789,67,0.0849176172370089,9.84874721416955e-05,0.00992408545618665,0.0857504177449264,0.00120861471426199
790,67,0.0848101265822785,9.82498341916157e-05,0.00991210543686939,0.0839615547976853,0.00120716607793801
791,67,0.0847029077117573,9.80130532704561e-05,0.00990015420437763,0.0822023825217116,0.00120572088017736
792,67,0.0845959595959596,9.77771252727252e-05,0.00988823165549459,0.0804726107769317,0.00120427910888254
793,68,0.085750315258512,9.88615368115735e-05,0.00994291389943479,0.0986046887139343,-0.00553003265349437
794,68,0.0856423173803526,9.86243209749063e-05,0.00993097784585719,0.0966214145340086,0.0012004583061187
795,68,0.0855345911949685,9.83879558541864e-05,0.00991907031198924,0.094669282676078,0.00119902934562622
796,68,0.085427135678392,9.8152437397208e-05,0.00990719119615686,0.0927480304828606,0.00119760375304776
797,68,0.0853199498117942,9.79177615757932e-05,0.00989534039716639,0.0908573916487522,0.00119618151662016
798,68,0.0852130325814536,9.76839243856212e-05,0.00988351781430181,0.088997096400951,0.00119476262463594
799,68,0.0851063829787234,9.74509218460604e-05,0.0098717233473219,0.0871668716791156,0.00119334706543839
800,68,0.085,9.721875e-05,0.00985995689645751,0.0853664413131487,0.0011919348274267
801,68,0.0848938826466916,9.69874049136846e-05,0.00984821836240874,0.0835955261991548,0.00119052589905239
802,68,0.084788029925187,9.67568826765494e-05,0.00983650764634224,0.0818538444724406,0.00118912026881884
803,68,0.0846824408468244,9.65271794010567e-05,0.0098248246498885,0.0801411116789857,0.00118771792528309
804,69,0.0858208955223881,9.75816783757754e-05,0.00987834390855954,0.0980801260240423,-0.0054473500116514
805,69,0.0857142857142857,9.73507415388516e-05,0.00986664793832493,0.0961178175159474,0.00118400111829248
806,69,0.0856079404466501,9.71206215621997e-05,0.00985497953129278,0.0941861700785868,0.0011826110655905
807,69,0.0855018587360595,9.68913146081021e-05,0.00984333859054448,0.0922849257756948,0.00118122424418441
808,69,0.0853960396039604,9.66628168612862e-05,0.0098317250196131,0.0904138231509136,0.00117984064294338
809,69,0.0852904820766378,9.64351245287671e-05,0.00982013872248081,0.0885725974014161,0.00117846025078747
810,69,0.0851851851851852,9.62082338396925e-05,0.00980857960357627,0.0867609805527715,0.0011770830566862
811,69,0.0850801479654747,9.59821410451882e-05,0.00979704756777205,0.0849787016285427,0.00117570904965869
812,69,0.0849753694581281,9.57568424182053e-05,0.00978554252038206,0.0832254868216377,0.00117433821877465
813,69,0.0848708487084871,9.5532334253368e-05,0.00977406436715904,0.0815010596602744,0.00117297055315183
814,70,0.085995085995086,9.65601120144764e-05,0.00982650049684405,0.0995262504311957,-0.00536482344654882
815,70,0.0858895705521472,9.63344199049263e-05,0.00981500992892653,0.0975541395054439,0.00116934486709827
816,70,0.0857843137254902,9.61095162305599e-05,0.00980354610488266,0.0956124705604573,0.00116798904197592
817,70,0.0856793145654835,9.5885397333014e-05,0.00979210893183966,0.0937009937866926,0.00116663632940976
818,70,0.0855745721271394,9.56620595750567e-05,0.00978069831735223,0.0918194558058646,0.00116528671881146
819,70,0.0854700854700855,9.54394993404417e-05,0.00976931416940011,0.0899675998411436,0.0011639401996405
820,70,0.0853658536585366,9.52177130337633e-05,0.00975795639638563,0.0881451658872155,0.00116259676140307
821,70,0.0852618757612667,9.49966970803131e-05,0.00974662490713134,0.0863518908765072,0.00116125639365279
822,70,0.0851581508515815,9.47764479259377e-05,0.00973531961087759,0.0845875088452726,0.00115991908598917
823,70,0.0850546780072904,9.45569620368974e-05,0.00972404041728012,0.0828517510971949,0.0011585848280584
824,70,0.0849514563106796,9.43382358997261e-05,0.00971278723640779,0.0811443463638513,0.00115725360955252
825,71,0.0860606060606061,9.53383977516209e-05,0.00976413835172469,0.0989783090419986,-0.00528695976417665
826,71,0.085956416464891,9.51185362389894e-05,0.00975287322992509,0.0970269802343121,0.00115372410691108
827,71,0.0858524788391778,9.48994325469725e-05,0.00974163397726339,0.0951056321077215,0.00115240426044017
828,71,0.0857487922705314,9.46810832061312e-05,0.00973042050510312,0.09321401913081,0.00115108740345244
829,71,0.0856453558504222,9.44634847667995e-05,0.00971923272521033,0.0913518923267982,0.0011497735259147
830,71,0.0855421686746988,9.42466337989496e-05,0.00970807054975136,0.0895189994400133,0.00114846261783841
831,71,0.085439229843562,9.40305268920589e-05,0.00969693389129053,0.0877150850966864,0.00114715466927784
832,71,0.0853365384615385,9.38151606549769e-05,0.00968582266278797,0.0859398909686927,0.00114584967033188
833,71,0.085234093637455,9.36005317157942e-05,0.00967473677759732,0.0841931559316065,0.00114454761114269
834,71,0.0851318944844125,9.33866367217114e-05,0.00966367614946359,0.0824746162241306,0.00114324848189595
835,71,0.0850299401197605,9.31734723389107e-05,0.00965264069252092,0.0807840056021396,0.00114195227281959
836,72,0.0861244019138756,9.41471163981493e-05,0.0097029436975667,0.0984297539686262,-0.00521132057518301
837,72,0.0860215053763441,9.39328625915552e-05,0.00969189674891118,0.0964988841211886,0.00113851517640822
838,72,0.0859188544152745,9.37193375551806e-05,0.00968087483418625,0.0945975452243989,0.00113722989529127
839,72,0.0858164481525626,9.35065379964733e-05,0.0096698778687465,0.0927254958822743,0.00113594748698911
840,72,0.0857142857142857,9.32944606413994e-05,0.0096589057683259,0.0908824913736707,0.00113466794198671
841,72,0.0856123662306778,9.30831022343187e-05,0.00964795844903567,0.0890682838104611,0.00113339125081174
842,72,0.0855106888361045,9.28724595378615e-05,0.00963703582736214,0.087282622295952,0.00113211740403141
843,72,0.0854092526690391,9.26625293328059e-05,0.00962613782016474,0.0855252530808663,0.00113084639225518
844,72,0.0853080568720379,9.24533084179562e-05,0.00961526434467385,0.0837959197170494,0.00112957820613269
845,72,0.085207100591716,9.22447936100227e-05,0.00960441531848882,0.0820943632103062,0.00112831283635376
846,73,0.0862884160756501,9.31947107881863e-05,0.00965374076657263,0.0998208525711376,-0.0051357054488114
847,73,0.0861865407319953,9.2985148676089e-05,0.00964288072497472,0.0978807995311833,0.00112495682870535
848,73,0.0860849056603774,9.27762908936572e-05,0.00963204500060383,0.0959700728742449,0.00112370200150163
849,73,0.0859835100117786,9.2568134296623e-05,0.00962123351221781,0.0940884385715928,0.00112244994550387
850,73,0.0858823529411765,9.23606757581925e-05,0.00961044617893428,0.0922356592282073,0.00112120065164483
851,73,0.0857814336075206,9.21539121689296e-05,0.00959968292022865,0.0904114942373919,0.00111995411089512
852,73,0.0856807511737089,9.19478404366407e-05,0.00958894365593211,0.0886156999361135,0.0011187103142652
853,73,0.0855803048065651,9.17424574862608e-05,0.00957822830622975,0.0868480297561157,0.00111746925280294
854,73,0.085480093676815,9.15377602597399e-05,0.00956753679165855,0.0851082343748912,0.00111623091759548
855,73,0.0853801169590643,9.13337457159308e-05,0.0095568690331055,0.0833960618655306,0.00111499529976739
856,73,0.0852803738317757,9.1130410830477e-05,0.00954622495180566,0.0817112578425709,0.00111376239048224
857,74,0.0863477246207701,9.20557702142191e-05,0.00959456982955563,0.0992514337797067,-0.00506429274336599
858,74,0.0862470862470862,9.18514293251444e-05,0.00958391513553539,0.09733164696248,0.00111049210225277
859,74,0.0861466821885914,9.16477663987069e-05,0.00957328399237727,0.0954407548960089,0.00110926933385551
860,74,0.086046511627907,9.14447784471808e-05,0.00956267632241,0.0935785273078171,0.00110804923114385
861,74,0.0859465737514518,9.12424624992312e-05,0.00955209204830184,0.09174473067524,0.00110683178550687
862,74,0.08584686774942,9.10408155998069e-05,0.00954153109305875,0.0899391283745926,0.00110561698837133
863,74,0.085747392815759,9.08398348100335e-05,0.00953099338002254,0.0881614808304807,0.00110440483119883
864,74,0.0856481481481482,9.06395172071077e-05,0.00952047883286905,0.0864115456624737,0.00110319530548913
865,74,0.0855491329479769,9.04398598841922e-05,0.00950998737560635,0.0846890778312529,0.00110198840277636
866,74,0.0854503464203233,9.02408599503119e-05,0.00949951893257295,0.0829938297825148,0.00110078411463075
867,74,0.0853517877739331,9.00425145302498e-05,0.00948907342843598,0.0813255515891148,0.00109958243265853
868,75,0.0864055299539171,9.09442561604836e-05,0.00953646979549999,0.0986823179137193,-0.00499483615776185
869,75,0.0863060989643268,9.07449438963022e-05,0.00952601406131138,0.096782485231547,0.00109639462115643
870,75,0.0862068965517241,9.05462845271776e-05,0.00951558114500515,0.0949111261121705,0.00109520269853512
871,75,0.0861079219288175,9.03482752123056e-05,0.00950517097228164,0.0930680139230123,0.00109401334136845
872,75,0.0860091743119266,9.01509131262698e-05,0.00949478346916188,0.0912529188913793,0.00109282654147425
873,75,0.0859106529209622,8.99541954589418e-05,0.00948441856198585,0.0894656082505162,0.00109164229070576
874,75,0.085812356979405,8.97581194153824e-05,0.00947407617741077,0.0877058463826286,0.00109046058095006
875,75,0.0857142857142857,8.95626822157434e-05,0.00946375624240943,0.0859733949619502,0.00108928140412797
876,75,0.0856164383561644,8.93678810951706e-05,0.00945345868426845,0.084268013094483,0.00108810475219444
877,75,0.0855188141391106,8.91737133037068e-05,0.00944318343058668,0.0825894574586934,0.00108693061713732
878,75,0.0854214123006834,8.89801761061959e-05,0.00943293040927346,0.0809374824421062,0.00108575899097885
879,76,0.0864618885096701,8.98591926564408e-05,0.00947940887695223,0.0981136753119273,-0.00492725650059734
880,76,0.0863636363636364,8.96647257700977e-05,0.00946914598948066,0.0962334918085674,0.00108265057502953
881,76,0.0862656072644722,8.94708879316277e-05,0.00945890521845037,0.0943813707454083,0.00108148834558712
882,76,0.0861678004535147,8.92776764382291e-05,0.0094486864927475,0.0925570890176814,0.00108032858632957
883,76,0.0860702151755379,8.90850886015567e-05,0.00943848974156124,0.0907604204870915,0.00107917128947938
884,76,0.085972850678733,8.88931217476304e-05,0.00942831489438226,0.0889911361238026,0.00107801644728913
885,76,0.0858757062146893,8.87017732167431e-05,0.00941816188100115,0.0872490041443581,0.00107686405204434
886,76,0.0857787810383747,8.85110403633694e-05,0.00940803063150675,0.0855337901497125,0.00107571409606276
887,76,0.0856820744081172,8.83209205560756e-05,0.00939792107628467,0.0838452572616486,0.00107456657169322
888,76,0.0855855855855856,8.81314111774302e-05,0.00938783314601565,0.0821831662573436,0.00107342147131598
889,77,0.0866141732283465,8.89900542455753e-05,0.00943345399339899,0.0994343757467731,-0.00485957160441177
890,77,0.0865168539325843,8.87996493462833e-05,0.00942335658596677,0.0975456657422973,0.00107038285651074
891,77,0.0864197530864197,8.86098533814837e-05,0.00941328069173993,0.0956848333763283,0.00106924683735821
892,77,0.086322869955157,8.84206637644193e-05,0.00940322624232871,0.0938516620318506,0.00106811320521228
893,77,0.0862262038073908,8.82320779220124e-05,0.00939319316963153,0.0920459320255555,0.00106698195264254
894,77,0.0861297539149888,8.80440932947788e-05,0.00938318140583346,0.0902674207433672,0.00106585307224781
895,77,0.0860335195530726,8.78567073367416e-05,0.00937319088340473,0.0885159027781784,0.00106472655665797
896,77,0.0859375,8.7669917515346e-05,0.00936322153509923,0.0867911500630201,0.00106360239853344
897,77,0.0858416945373467,8.74837213113752e-05,0.00935327329395304,0.0850929320050954,0.00106248059056331
898,77,0.0857461024498886,8.72981162188662e-05,0.00934334609328297,0.0834210156171,0.00106136112546684
899,77,0.085650723025584,8.71130997450263e-05,0.00933343986668508,0.0817751656478137,0.00106024399599399
900,78,0.0866666666666667,8.79506172839506e-05,0.00937819904267075,0.098847693983325,-0.00479557126043528
901,78,0.0865704772475028,8.7764738864198e-05,0.00936828366693697,0.0969784390562151,0.00105727930156618
902,78,0.0864745011086474,8.75794476348758e-05,0.00935838915812309,0.0951366664915628,0.00105617092368779
903,78,0.0863787375415282,8.73947411320709e-05,0.00934851545070504,0.0933221628900641,0.00105506484622708
904,78,0.086283185840708,8.72106169047409e-05,0.00933866247943146,0.0915347118874948,0.00105396106211072
905,78,0.0861878453038674,8.70270725146343e-05,0.00932883017932229,0.0897740942899474,0.00105285956429295
906,78,0.0860927152317881,8.68441055362101e-05,0.00931901848566737,0.0880400882037248,0.00105176034575784
907,78,0.0859977949283352,8.66617135565592e-05,0.00930922733402505,0.0863324691666688,0.00105066339951706
908,78,0.0859030837004405,8.64798941753256e-05,0.00929945666022083,0.0846510102764855,0.0010495687186098
909,78,0.0858085808580858,8.62986450046283e-05,0.00928970640034594,0.0829954823185132,0.00104847629610441
910,78,0.0857142857142857,8.61179636689841e-05,0.009279976490756,0.0813656538921884,0.00104738612509603
911,79,0.0867178924259056,8.69351257509491e-05,0.00932390077976751,0.0982622296037529,-0.00473323278946436
912,79,0.0866228070175439,8.67536143880978e-05,0.00931416203359689,0.0964121357968994,0.00104449268612406
913,79,0.0865279299014239,8.6572669494412e-05,0.00930444353491449,0.0945891382019264,0.00104341095284271
914,79,0.0864332603938731,8.63922887216171e-05,0.00929474522090934,0.092793026542445,0.00104233143752781
915,79,0.0863387978142077,8.62124697335574e-05,0.00928506702902878,0.0910235876789884,0.00104125413344168
916,79,0.0862445414847162,8.60332102061214e-05,0.00927540889697707,0.0892806057364578,0.00104017903387403
917,79,0.0861504907306434,8.58545078271677e-05,0.00926577076271411,0.0875638622317842,0.00103910613214069
918,79,0.0860566448801743,8.56763602964508e-05,0.00925615256445413,0.0858731362001268,0.00103803542158429
919,79,0.0859630032644178,8.5498765325549e-05,0.00924655424066441,0.0842082043201326,0.00103696689557426
920,79,0.0858695652173913,8.53217206377908e-05,0.00923697573006397,0.0825688410368062,0.0010359005475055
921,80,0.0868621064060803,8.61206089867309e-05,0.0092801190179184,0.099536251018663,-0.00467071573155886
922,80,0.0867678958785249,8.59427636912564e-05,0.00927053200691613,0.0976781077851541,0.00103306983280742
923,80,0.0866738894907909,8.57654673578863e-05,0.00926096470989315,0.0958468877672396,0.00103201164893704
924,80,0.0865800865800866,8.55887177357914e-05,0.00925141706636294,0.094042386617911,0.00103095561092151
925,80,0.0864864864864865,8.54125125856317e-05,0.00924188901608495,0.0922643970968546,0.0010299017123151
926,80,0.0863930885529158,8.52368496794858e-05,0.00923238049906338,0.0905127091958855,0.00102884994669623
927,80,0.0862998921251348,8.5061726800782e-05,0.00922289145554592,0.0887871102636433,0.00102780030766904
928,80,0.0862068965517241,8.4887141744229e-05,0.00921342182602256,0.0870873851288406,0.00102675278886276
929,80,0.0861141011840689,8.47130923157469e-05,0.00920397155122433,0.085413316222466,0.00102570738393187
930,80,0.0860215053763441,8.45395763323997e-05,0.00919454057212211,0.0837646836989368,0.00102466408655559
931,80,0.0859291084854995,8.43665916223273e-05,0.00918512882992543,0.082141265554961,0.00102362289043782
932,81,0.0869098712446352,8.51465080739014e-05,0.00922748655235549,0.0989346243545745,-0.00461155452627464
933,81,0.0868167202572347,8.49727517052645e-05,0.00921806659258136,0.0970954456941243,0.00102085868353037
934,81,0.0867237687366167,8.47995253455402e-05,0.00920866577445073,0.095282818556413,0.00101982536535352
935,81,0.0866310160427807,8.46268268472473e-05,0.00919928403992655,0.0934965414498448,0.00101879411784149
936,81,0.0865384615384615,8.44546540737369e-05,0.00918992133120501,0.0917364100855841,0.00101776493484703
937,81,0.0864461045891142,8.42830048991272e-05,0.00918057759071439,0.0900022174990759,0.00101673781024635
938,81,0.0863539445628998,8.41118772082382e-05,0.00917125276111384,0.0882937541720138,0.00101571273794157
939,81,0.0862619808306709,8.39412688965281e-05,0.00916194678529231,0.0866108081499872,0.00101468971185534
940,81,0.0861702127659574,8.37711778700288e-05,0.00915265960636736,0.0849531651626312,0.0010136687259366
941,81,0.0860786397449522,8.36016020452826e-05,0.00914339116768404,0.0833206087397182,0.00101264977415643
942,81,0.0859872611464968,8.34325393492791e-05,0.00913414141281375,0.0817129203274797,0.0010116328505104
943,82,0.0869565217391304,8.41941517138521e-05,0.00917573712100843,0.0983348500340434,-0.0045538717121604
944,82,0.086864406779661,8.40243449305918e-05,0.00916647941854406,0.0965143529710856,0.00100893283474552
945,82,0.0867724867724868,8.38550500654025e-05,0.00915724030837908,0.0947200440326767,0.00100792351601074
946,82,0.0866807610993657,8.3686265068288e-05,0.00914801973479988,0.0929517245054711,0.00100691619622164
947,82,0.0865892291446674,8.35179878994716e-05,0.00913881764231411,0.0912091929712939,0.00100591086951418
948,82,0.0864978902953586,8.33502165293362e-05,0.00912963397564964,0.0894922454261526,0.00100490753004519
949,82,0.0864067439409905,8.31829489383631e-05,0.00912046867975342,0.0878006753967043,0.00100390617199583
950,82,0.0863157894736842,8.30161831170725e-05,0.00911132169979046,0.0861342740561003,0.00100290678956775
951,82,0.0862250262881178,8.28499170659634e-05,0.0091021929811427,0.0844928303394469,0.00100190937698643
952,82,0.0861344537815126,8.26841487954549e-05,0.00909308246940799,0.0828761310561659,0.00100091392849843
953,83,0.087093389296957,8.3429308329198e-05,0.0091339645460883,0.0995651424522427,-0.0044959535798609
954,83,0.0870020964360587,8.32628214379344e-05,0.00912484637886767,0.0977370243074399,0.000998270485353494
955,83,0.0869109947643979,8.30968311554562e-05,0.00911574633013974,0.0959349321841845,0.000997282403460604
956,83,0.0868200836820084,8.29313355140768e-05,0.00910666434618499,0.0941586728037861,0.000996296257688841
957,83,0.0867293625914316,8.27663325558156e-05,0.00909760037349496,0.0924080501566823,0.000995312042419023
958,83,0.0866388308977036,8.2601820332341e-05,0.00908855435877131,0.0906828656189797,0.000994329752052288
959,83,0.086548488008342,8.24377969049134e-05,0.00907952624892474,0.0889829180663351,0.000993349381011217
960,83,0.0864583333333333,8.22742603443287e-05,0.00907051599107398,0.087308003988137,0.000992370923739621
961,83,0.0863683662851197,8.21112087308627e-05,0.00906152353254477,0.0856579175985787,0.000991394374702718
962,83,0.0862785862785863,8.1948640154215e-05,0.0090525488208689,0.0840324509491594,0.000990419728386339
963,83,0.0861889927310488,8.17865527134538e-05,0.00904359180378315,0.0824313940375998,0.000989446979297472
964,84,0.0871369294605809,8.25146109800442e-05,0.00908375533466442,0.098950870527905,-0.00444110390569179
965,84,0.0870466321243523,8.23518300105285e-05,0.00907479090726219,0.0971412369668005,0.00098686359021795
966,84,0.0869565217391304,8.21895290539985e-05,0.00906584408943803,0.0953572792510516,0.000985897957934778
967,84,0.0868665977249224,8.20277062302161e-05,0.00905691482957724,0.0935988066453223,0.000984934196166046
968,84,0.0867768595041322,8.18663596681119e-05,0.00904800307626561,0.0918656257747236,0.000983972299543494
969,84,0.086687306501548,8.17054875057323e-05,0.00903910877828851,0.0901575407358092,0.000983012262720312
970,84,0.0865979381443299,8.15450878901863e-05,0.00903023188462989,0.0884743532075634,0.000982054080368977
971,84,0.0865087538619979,8.13851589775924e-05,0.00902137234447134,0.0868158625618046,0.000981097747182538
972,84,0.0864197530864197,8.12256989330268e-05,0.00901253010719114,0.085181865971716,0.00098014325787379
973,84,0.0863309352517986,8.1066705930471e-05,0.0090037051223633,0.0835721585202331,0.000979190607175204
974,84,0.0862422997946612,8.09081781527608e-05,0.00899489733975662,0.0819865333062006,0.000978239789839053
975,85,0.0871794871794872,8.16197171226757e-05,0.00903436312767401,0.0983389928664063,-0.00438757513584411
976,85,0.0870901639344262,8.14605197544068e-05,0.00902554816919209,0.0965475717348101,0.000975714431370683
977,85,0.0870010235414534,8.13017865344861e-05,0.00901675033116067,0.0947814838314152,0.000974770492218304
978,85,0.0869120654396728,8.11435156653199e-05,0.009007969563965,0.0930405409015199,0.000973828360903055
979,85,0.0868232890704801,8.09857053579815e-05,0.00899920581818093,0.0913245521366345,0.000972888032296406
980,85,0.086734693877551,8.08283538321618e-05,0.00899045904457396,0.0896333242836403,0.000971949501288175
981,85,0.0866462793068298,8.06714593161189e-05,0.00898172919409836,0.0879666617512734,0.000971012762787199
982,85,0.0865580448065173,8.05150200466296e-05,0.00897301621789628,0.0863243667179717,0.000970077811721818
983,85,0.08646998982706,8.03590342689401e-05,0.0089643200672968,0.0847062392371539,0.000969144643038818
984,85,0.0863821138211382,8.02035002367176e-05,0.00895564069381513,0.0831120773413844,0.000968213251703319
985,86,0.0873096446700508,8.09001732158784e-05,0.00899445235775244,0.0995282375140892,-0.00433376742817607
986,86,0.0872210953346856,8.07439917477721e-05,0.0089857660634902,0.0977295814774383,0.000965739093026079
987,86,0.0871327254305978,8.05882609824051e-05,0.00897709646725516,0.0959561066252979,0.000964814371282136
988,86,0.0870445344129555,8.04329791920924e-05,0.00896844352115195,0.0942076296981368,0.000963891402389791
989,86,0.0869565217391304,8.02781446573939e-05,0.00895980717746727,0.0924839648606903,0.0009629701814275
990,86,0.0868686868686869,8.01237556670676e-05,0.00895118738866904,0.0907849238064861,0.00096205070349138
991,86,0.0867810292633703,7.99698105180226e-05,0.00894258410740557,0.0891103158648443,0.000961132963696057
992,86,0.0866935483870968,7.98163075152731e-05,0.00893399728650469,0.0874599481044584,0.000960216957173371
993,86,0.0866062437059416,7.96632449718919e-05,0.0089254268789729,0.0858336254372601,0.000959302679074386
994,86,0.0865191146881288,7.9510621208965e-05,0.00891687283799455,0.0842311507209123,0.000958390124566536
995,86,0.0864321608040201,7.93584345555458e-05,0.00890833511693099,0.0826523248606308,0.00095747928883582
996,87,0.0873493975903614,8.00396388865084e-05,0.00894648751670221,0.0989033427680153,-0.00428277554340197
997,87,0.0872617853560682,7.98868266524972e-05,0.00893794308845705,0.0971227031821781,0.000955059539199486
998,87,0.0871743486973948,7.97344505276351e-05,0.00892941490399204,0.0953669142805423,0.000954155154112655
999,87,0.0870870870870871,7.95825088586318e-05,0.00892090291722939,0.0936357950803572,0.000953252464373992
1000,87,0.087,7.9431e-05,0.00891240708226459,0.0919291621055932,0.000952351465274804
